hanzi,unicode_codepoint,gif_filename
驿,39551,39551.gif
骁,39553,39553.gif
骂,39554,39554.gif
骄,39556,39556.gif
骆,39558,39558.gif
骇,39559,39559.gif
骈,39560,39560.gif
骋,39563,39563.gif
验,39564,39564.gif
骏,39567,39567.gif
骑,39569,39569.gif
骒,39570,39570.gif
骗,39575,39575.gif
骚,39578,39578.gif
骛,39579,39579.gif
骜,39580,39580.gif
骟,39583,39583.gif
骡,39585,39585.gif
骤,39588,39588.gif
骥,39589,39589.gif
骨,39592,39592.gif
骶,39606,39606.gif
骸,39608,39608.gif
骼,39612,39612.gif
髋,39627,39627.gif
髌,39628,39628.gif
髓,39635,39635.gif
高,39640,39640.gif
髦,39654,39654.gif
髫,39659,39659.gif
髻,39675,39675.gif
鬃,39683,39683.gif
鬓,39699,39699.gif
鬣,39715,39715.gif
鬻,39739,39739.gif
鬼,39740,39740.gif
魁,39745,39745.gif
魂,39746,39746.gif
魄,39748,39748.gif
魅,39749,39749.gif
魇,39751,39751.gif
魈,39752,39752.gif
魉,39753,39753.gif
魍,39757,39757.gif
魏,39759,39759.gif
魑,39761,39761.gif
魔,39764,39764.gif
鱼,40060,40060.gif
鱿,40063,40063.gif
鲁,40065,40065.gif
鲋,40075,40075.gif
鲍,40077,40077.gif
鲜,40092,40092.gif
鲟,40095,40095.gif
鲠,40096,40096.gif
鲡,40097,40097.gif
鲢,40098,40098.gif
鲤,40100,40100.gif
鲨,40104,40104.gif
鲫,40107,40107.gif
鲲,40114,40114.gif
鲵,40117,40117.gif
鲸,40120,40120.gif
鳃,40131,40131.gif
鳄,40132,40132.gif
鳅,40133,40133.gif
鳌,40140,40140.gif
鳍,40141,40141.gif
鳏,40143,40143.gif
鳔,40148,40148.gif
鳖,40150,40150.gif
鳗,40151,40151.gif
鳝,40157,40157.gif
鳞,40158,40158.gif
鸟,40479,40479.gif
鸠,40480,40480.gif
鸡,40481,40481.gif
鸢,40482,40482.gif
鸣,40483,40483.gif
鸥,40485,40485.gif
鸦,40486,40486.gif
鸨,40488,40488.gif
鸩,40489,40489.gif
鸪,40490,40490.gif
鸭,40493,40493.gif
鸯,40495,40495.gif
鸳,40499,40499.gif
鸵,40501,40501.gif
鸶,40502,40502.gif
鸷,40503,40503.gif
鸹,40505,40505.gif
鸽,40509,40509.gif
鸿,40511,40511.gif
鹁,40513,40513.gif
鹃,40515,40515.gif
鹄,40516,40516.gif
鹅,40517,40517.gif
鹉,40521,40521.gif
鹊,40522,40522.gif
鹏,40527,40527.gif
鹜,40540,40540.gif
鹞,40542,40542.gif
鹤,40548,40548.gif
鹦,40550,40550.gif
鹫,40555,40555.gif
鹬,40556,40556.gif
鹭,40557,40557.gif
鹰,40560,40560.gif
鹳,40563,40563.gif
鹿,40575,40575.gif
麂,40578,40578.gif
麋,40587,40587.gif
麓,40595,40595.gif
麝,40605,40605.gif
麟,40607,40607.gif
麦,40614,40614.gif
麸,40632,40632.gif
麻,40635,40635.gif
麾,40638,40638.gif
黄,40644,40644.gif
黍,40653,40653.gif
黎,40654,40654.gif
黏,40655,40655.gif
黑,40657,40657.gif
黔,40660,40660.gif
默,40664,40664.gif
黛,40667,40667.gif
黜,40668,40668.gif
黝,40669,40669.gif
黠,40672,40672.gif
黢,40674,40674.gif
黧,40679,40679.gif
黩,40681,40681.gif
黯,40687,40687.gif
鼎,40718,40718.gif
鼓,40723,40723.gif
鼠,40736,40736.gif
鼬,40748,40748.gif
鼹,40761,40761.gif
鼻,40763,40763.gif
鼾,40766,40766.gif
齐,40784,40784.gif
齑,40785,40785.gif
齿,40831,40831.gif
龄,40836,40836.gif
龇,40839,40839.gif
龈,40840,40840.gif
龋,40843,40843.gif
龙,40857,40857.gif
龛,40859,40859.gif
龟,40863,40863.gif
