term,pinyin
荟集,huìjí
博识,bóshí
失墒,shīshāng
蛋青,dànqīng
拂逆,fúnì
劝募,quànmù
佯称,yángchēng
填发,tiánfā
老例,lǎolì
吵骂,chǎomà
定钱,dìngqián
反骨,fǎngǔ
伪托,wěituō
筒瓦,tǒngwǎ
伪饰,wěishì
相斥,xiāngchì
度荒,dùhuāng
粗厚,cūhòu
阴面,yīnmiàn
骈体,piántǐ
贵体,guìtǐ
笃诚,dǔchéng
寿材,shòucái
瘫子,tānzi
农友,nóngyǒu
发凡,fāfán
粮囤,liángdùn
铭感,mínggǎn
生荒,shēnghuāng
坦直,tǎnzhí
小满,xiǎomǎn
饰词,shìcí
还阳,huányáng
豆绿,dòulǜ
酽茶,yànchá
蹁跹,piánxiān
丑相,chǒuxiàng
敌友,díyǒu
精料,jīngliào
套衫,tàoshān
糖纸,tángzhǐ
抵牾,dǐwǔ
界址,jièzhǐ
孽种,nièzhǒng
枕骨,zhěngǔ
土货,tǔhuò
躲债,duǒzhài
免役,miǎnyì
娩出,miǎnchū
外胎,wàitāi
月例,yuèlì
险棋,xiǎnqí
酬酢,chóuzuò
优伶,yōulíng
垫话,diànhuà
劈杀,pīshā
单摆,dānbǎi
月头儿,yuètóur
未时,wèishí
暗哨,ànshào
响箭,xiǎngjiàn
驳运,bóyùn
不宣而战,bùxuān'érzhàn
名垂千古,míngchuí-qiāngǔ
毛玻璃,máobōli
大呼隆,dàhūlong
趋避,qūbì
合成革,héchénggé
大后天,dàhòutiān
刀马旦,dāomǎdàn
炒冷饭,chǎolěngfàn
出入证,chū-rùzhèng
摘帽子,zhāimàozi
松节油,sōngjiéyóu
德昂族,dé'ángzú
昧良心,mèiliángxīn
中子弹,zhōngzǐdàn
小年轻,xiǎoniánqīng
孔武有力,kǒngwǔ-yǒulì
通勤车,tōngqínchē
户籍警,hùjíjǐng
傀儡戏,kuǐlěixì
隔离墩,gélídūn
食品街,shípǐnjiē
封官许愿,fēngguān-xǔyuàn
多义词,duōyìcí
民族共同语,mínzú gòngtóngyǔ
云蒸霞蔚,yúnzhēng-xiáwèi
龙潭虎穴,lóngtán-hǔxué
吃干饭,chīgānfàn
跑买卖,pǎomǎimai
卫星站,wèixīngzhàn
手疾眼快,shǒují-yǎnkuài
慢慢腾腾,mànman-téngténg
前俯后仰,qiánfǔ-hòuyǎng
叽里咕噜,jīligūlū
湖蓝,húlán
赛船,sàichuán
敬语,jìngyǔ
专擅,zhuānshàn
眼屎,yǎnshǐ
拿获,náhuò
省志,shěngzhì
男宾,nánbīn
凉面,liángmiàn
海葬,hǎizàng
淫猥,yínwěi
遗闻,yíwén
连番,liánfān
胡蜂,húfēng
打总,dǎzǒng
屈才,qūcái
舒爽,shūshuǎng
祛暑,qūshǔ
灯座,dēngzuò
框定,kuàngdìng
挂虑,guàlǜ
昆腔,kūnqiāng
影写,yǐngxiě
执鞭,zhíbiān
呢料,níliào
烫头,tàngtóu
文竹,wénzhú
春汛,chūnxùn
匡扶,kuāngfú
黑管,hēiguǎn
走板,zǒubǎn
声扬,shēngyáng
古谚,gǔyàn
芸香,yúnxiāng
砂浆,shājiāng
风源,fēngyuán
网篮,wǎnglán
脱兔,tuōtù
药石,yàoshí
寡淡,guǎdàn
便步,biànbù
蠹虫,dùchóng
敌酋,díqiú
妨事,fángshì
钓饵,diào'ěr
帽盔,màokuī
陡立,dǒulì
倒刺,dàocì
蜂箱,fēngxiāng
渗流,shènliú
云翳,yúnyì
暗沟,àngōu
股肱,gǔgōng
开胶,kāijiāo
脱胶,tuōjiāo
禅堂,chántáng
追赃,zhuīzāng
空耗,kōnghào
胎气,tāiqì
粪筐,fènkuāng
干煸,gānbiān
馈送,kuìsòng
谄谀,chǎnyú
言为心声,yánwéixīnshēng
团歌,tuángē
狂气,kuángqi
拆改,chāigǎi
肥土,féitǔ
谰言,lányán
叛匪,pànfěi
背约,bèiyuē
行腔,xíngqiāng
挂甲,guàjiǎ
体腔,tǐqiāng
乞巧,qǐqiǎo
硬席,yìngxí
资望,zīwàng
香脂,xiāngzhī
海獭,hǎitǎ
落枕,làozhěn
退团,tuìtuán
钢锯,gāngjù
娇养,jiāoyǎng
如箭在弦,rújiànzàixián
函复,hánfù
值星,zhíxīng
娇儿,jiāo'ér
威迫,wēipò
戒尺,jièchǐ
承修,chéngxiū
抽杀,chōushā
嘴甜,zuǐtián
基肥,jīféi
恣情,zìqíng
袖套,xiùtào
湖笔,húbǐ
油酥,yóusū
大陆性气候,dàlùxìng qìhòu
月明星稀,yuèmíng-xīngxī
狗尾续貂,gǒuwěi-xùdiāo
评功摆好,pínggōng-bǎihǎo
良药苦口,liángyào-kǔkǒu
风雨如磐,fēngyǔ-rúpán
认贼作父,rènzéizuòfù
三番两次,sānfān-liǎngcì
绿莹莹,lǜyíngyíng
四方脸,sìfāngliǎn
河漫滩,hémàntān
脚踏板,jiǎotàbǎn
借古讽今,jiègǔ-fěngjīn
披肩发,pījiānfà
斜纹布,xiéwénbù
子丑寅卯,zǐ-chǒu-yín-mǎo
泄洪闸,xièhóngzhá
抢镜头,qiǎngjìngtóu
够味儿,gòuwèir
官逼民反,guānbī-mínfǎn
纤维瘤,xiānwéiliú
长方脸,chángfāngliǎn
调皮鬼,tiáopíguǐ
北极狐,běijíhú
白木耳,báimù'ěr
八月节,bāyuèjié
二手烟,èrshǒuyān
罗汉松,luóhànsōng
教师爷,jiàoshīyé
榫头,sǔntou
信号旗,xìnhàoqí
五一国际劳动节,wǔ-yī guójì láodòngjié
沙发床,shāfāchuáng
译制片,yìzhìpiàn
拜把子,bàibǎzi
蒸汽浴,zhēngqìyù
后脊梁,hòujǐliang
和尚头,héshangtóu
间不容发,jiānbùróngfà
潮汛,cháoxùn
耍无赖,shuǎwúlài
钨丝,wūsī
服装师,fúzhuāngshī
调函,diàohán
抹脖子,mǒbózi
货样,huòyàng
芒刺在背,mángcì-zàibèi
水蛇腰,shuǐshéyāo
秃笔,tūbǐ
贬官,biǎnguān
坑木,kēngmù
腋毛,yèmáo
丸剂,wánjì
清逸,qīngyì
清誉,qīngyù
答言,dāyán
答言,dáyán
外域,wàiyù
起稿,qǐgǎo
盟兄弟,méngxiōngdì
胡搞,húgǎo
晓事,xiǎoshì
打躬作揖,dǎgōng-zuòyī
飞泉,fēiquán
叨扰,tāorǎo
以怨报德,yǐyuàn-bàodé
伪称,wěichēng
纯品,chúnpǐn
水松,shuǐsōng
溽暑,rùshǔ
短不了,duǎnbuliǎo
齑粉,jīfěn
择交,zéjiāo
皮垫,pídiàn
赧颜,nǎnyán
线板,xiànbǎn
受赏,shòushǎng
响鼻,xiǎngbí
点金术,diǎnjīnshù
命令主义,mìnglìng zhǔyì
珠圆玉润,zhūyuán-yùrùn
扑棱,pūleng
扑棱,pūlēng
无用功,wúyònggōng
找婆家,zhǎopójia
重张,chóngzhāng
冬藏,dōngcáng
嘎巴,gāba
嘎巴,gābā
缨子,yīngzi
天趣,tiānqù
耳顺,ěrshùn
土头土脑,tǔtóu-tǔnǎo
茴香豆,huíxiāngdòu
瘴疠,zhànglì
散学,sànxué
膻味,shānwèi
嘴直,zuǐzhí
手头紧,shǒutóujǐn
港汊,gǎngchà
高山病,gāoshānbìng
睡裙,shuìqún
仿宋体,fǎngsòngtǐ
圆鼓鼓,yuángǔgǔ
反诬,fǎnwū
累死累活,lèisǐ-lèihuó
简慢,jiǎnmàn
不知死活,bùzhī-sǐhuó
狮子大开口,shīzi dà kāikǒu
形影相随,xíngyǐng-xiāngsuí
垫板,diànbǎn
矿层,kuàngcéng
陶塑,táosù
豚鼠,túnshǔ
胶纸,jiāozhǐ
汤包,tāngbāo
众口难调,zhòngkǒu-nántiáo
有教无类,yǒujiào-wúlèi
冬贮,dōngzhù
托故,tuōgù
串亲戚,chuànqīnqi
扑满,pūmǎn
保安族,bǎo'ānzú
洞彻,dòngchè
考妣,kǎobǐ
放榜,fàngbǎng
莲蓬头,liánpengtóu
粮行,liángháng
佛徒,fótú
石笔,shíbǐ
心心念念,xīnxīn-niànniàn
扬波,yángbō
育婴堂,yùyīngtáng
气汹汹,qìxiōngxiōng
敌区,díqū
巧言令色,qiǎoyán-lìngsè
软钉子,ruǎndīngzi
蛀蚀,zhùshí
汤泉,tāngquán
土疙瘩,tǔgēda
穹庐,qiónglú
檐口,yánkǒu
羊毛毯,yángmáotǎn
异闻,yìwén
仰八叉,yǎngbachā
佚失,yìshī
应声虫,yìngshēngchóng
毛糙,máocao
成品粮,chéngpǐnliáng
旁听生,pángtīngshēng
导尿,dǎoniào
势利小人,shìli xiǎorén
画轴,huàzhóu
纤柔,xiānróu
印油,yìnyóu
积垢,jīgòu
道钉,dàodīng
搭客,dākè
国仇,guóchóu
滚轮,gǔnlún
爷娘,yéniáng
寒暖,hánnuǎn
蜡台,làtái
搓澡,cuōzǎo
愚鲁,yúlǔ
要隘,yào'ài
药浴,yàoyù
轨枕,guǐzhěn
蒿子,hāozi
干馏,gānliú
远因,yuǎnyīn
风光片,fēngguāngpiàn
青田石,qīngtiánshí
先礼后兵,xiānlǐ-hòubīng
盗劫,dàojié
左支右绌,zuǒzhī-yòuchù
意见簿,yìjiànbù
寻章摘句,xúnzhāng-zhāijù
妙笔生花,miàobǐ-shēnghuā
鸢尾,yuānwěi
心胆俱裂,xīndǎn-jùliè
微行,wēixíng
喇叭筒,lǎbatǒng
贼头贼脑,zéitóu-zéinǎo
皮褥子,pírùzi
马屁精,mǎpìjīng
卵翼,luǎnyì
叶子烟,yèziyān
日暮途穷,rìmù-túqióng
光可鉴人,guāngkějiànrén
芦柑,lúgān
悲号,bēiháo
带话,dàihuà
赶浪头,gǎnlàngtou
杯弓蛇影,bēigōng-shéyǐng
缓办,huǎnbàn
小阳春,xiǎoyángchūn
透底,tòudǐ
抽芽,chōuyá
窜逃,cuàntáo
暴殄天物,bàotiǎn-tiānwù
窃密,qièmì
远交近攻,yuǎnjiāo-jìngōng
打卦,dǎguà
小疵,xiǎocī
酒曲,jiǔqū
看风使舵,kànfēng-shǐduò
乘龙快婿,chénglóng-kuàixù
阳关大道,yángguān-dàdào
词不达意,cíbùdáyì
比翼鸟,bǐyìniǎo
徒有其表,túyǒu-qíbiǎo
才高八斗,cáigāo-bādǒu
耍威风,shuǎwēifēng
佞臣,nìngchén
哭丧棒,kūsāngbàng
中魔,zhòngmó
卷帘门,juǎnliánmén
脆生生,cuìshēngshēng
指不定,zhǐbudìng
坐班房,zuòbānfáng
脱漏,tuōlòu
生石灰,shēngshíhuī
睡裤,shuìkù
败火,bàihuǒ
黄皮书,huángpíshū
雪里蕻,xuělǐhóng
逞英雄,chěngyīngxióng
澄净,chéngjìng
衬布,chènbù
孔雀石,kǒngquèshí
压腿,yātuǐ
哽塞,gěngsè
种痘,zhòngdòu
冷敷,lěngfū
房脊,fángjǐ
鹁鸽,bógē
墨斗鱼,mòdǒuyú
萧墙,xiāoqiáng
后襟,hòujīn
僧徒,sēngtú
族规,zúguī
狗鱼,gǒuyú
溃灭,kuìmiè
挽幛,wǎnzhàng
便函,biànhán
滚轴,gǔnzhóu
尿壶,niàohú
窗扇,chuāngshàn
药茶,yàochá
旋子,xuànzi
海鳗,hǎimán
板脸,bǎnliǎn
舵轮,duòlún
瞎掰,xiābāi
杂凑,zácòu
幼畜,yòuchù
擅入,shànrù
旋梯,xuántī
末子,mòzi
睡椅,shuìyǐ
庙祝,miàozhù
背静,bèijing
谷糠,gǔkāng
牙粉,yáfěn
有眼不识泰山,yǒu yǎn bù shí tàishān
绑缚,bǎngfù
乐池,yuèchí
搓板,cuōbǎn
鸨母,bǎomǔ
秆子,gǎnzi
毛躁,máozào
羔皮,gāopí
迸溅,bèngjiàn
图典,túdiǎn
偷空,tōukòng
畅怀,chànghuái
门额,mén'é
叩谢,kòuxiè
幽径,yōujìng
脸热,liǎnrè
化冻,huàdòng
钻塔,zuàntǎ
绽露,zhànlù
金橘,jīnjú
残败,cánbài
翁婿,wēngxù
圆钢,yuángāng
毛布,máobù
瞒产,mánchǎn
还账,huánzhàng
魅惑,mèihuò
趋奉,qūfèng
采种,cǎizhǒng
毛蓝,máolán
卷缩,juǎnsuō
整复,zhěngfù
铜活,tónghuó
砂眼,shāyǎn
驰驱,chíqū
大舌头,dàshétou
钟灵毓秀,zhōnglíng-yùxiù
一得之见,yīdézhījiàn
臭味相投,chòuwèi-xiāngtóu
熬出头,áochūtóu
泫然,xuànrán
甘之如饴,gānzhīrúyí
自动门,zìdòngmén
十字镐,shízìgǎo
转筋,zhuànjīn
画等号,huàděnghào
胭脂红,yānzhihóng
遵嘱,zūnzhǔ
北温带,běiwēndài
失计,shījì
牛头马面,niútóu-mǎmiàn
梳辫子,shūbiànzi
要言不烦,yàoyán-bùfán
绳梯,shéngtī
害人虫,hàirénchóng
船篷,chuánpéng
雅意,yǎyì
套索,tàosuǒ
代食品,dàishípǐn
酸牛奶,suānniúnǎi
燃爆,ránbào
老大不小,lǎodà-bùxiǎo
杀人不见血,shārén bù jiàn xiě
玉洁冰清,yùjié-bīngqīng
贴本儿,tiēběnr
专座,zhuānzuò
发酒疯,fājiǔfēng
负荆请罪,fùjīng-qǐngzuì
闲愁,xiánchóu
电子垃圾,diànzǐ lājī
一通百通,yītōng-bǎitōng
毛片,máopiàn
憋屈,biēqu
唇吻,chúnwěn
松紧带,sōngjǐndài
厌恨,yànhèn
倒垂,dàochuí
笔立,bǐlì
辔头,pèitóu
匀净,yúnjing
量杯,liángbēi
清涟,qīnglián
要账,yàozhàng
谎骗,huǎngpiàn
矿源,kuàngyuán
扭摆,niǔbǎi
近体诗,jìntǐshī
吃客,chīkè
抽测,chōucè
墙裙,qiángqún
初生之犊,chūshēngzhīdú
栓剂,shuānjì
飞针走线,fēizhēn-zǒuxiàn
竹纸,zhúzhǐ
绝早,juézǎo
海兽,hǎishòu
闲职,xiánzhí
窥察,kuīchá
折本,shéběn
熟土,shútǔ
养息,yǎngxī
酱豆腐,jiàngdòufu
导诊,dǎozhěn
管中窥豹,guǎnzhōng-kuībào
笨伯,bènbó
尾大不掉,wěidà-bùdiào
恶声恶气,èshēng-èqì
武丑,wǔchǒu
艺术照,yìshùzhào
死脑筋,sǐnǎojīn
抽缩,chōusuō
翻晒,fānshài
耳生,ěrshēng
流徙,liúxǐ
呵责,hēzé
叠韵,diéyùn
香饵,xiāng'ěr
臀尖,túnjiān
脑满肠肥,nǎomǎn-chángféi
风纪扣,fēngjìkòu
蹙额,cù'é
小舌,xiǎoshé
摸奖,mōjiǎng
挂锁,guàsuǒ
骨膜,gǔmó
甩包袱,shuǎibāofu
鸡毛掸子,jīmáo dǎnzi
下车伊始,xiàchē-yīshǐ
蒲剧,pújù
犍牛,jiānniú
野蔷薇,yěqiángwēi
天作之合,tiānzuòzhīhé
训条,xùntiáo
早霜,zǎoshuāng
黄色炸药,huángsè zhàyào
横生枝节,héngshēng-zhījié
癞皮狗,làipígǒu
濯濯,zhuózhuó
耍滑头,shuǎhuátóu
潜航,qiánháng
言之有据,yánzhīyǒujù
宽展,kuānzhǎn
胖嘟嘟,pàngdūdū
签筒,qiāntǒng
摄生,shèshēng
冲要,chōngyào
树墩,shùdūn
鲜润,xiānrùn
赞礼,zànlǐ
汇寄,huìjì
清漆,qīngqī
露白,lòubái
失着,shīzhāo
秋衣,qiūyī
忠直,zhōngzhí
阳寿,yángshòu
耕畜,gēngchù
险固,xiǎngù
一路货,yīlùhuò
休班,xiūbān
宗主权,zōngzhǔquán
站哨,zhànshào
茶褐色,cháhèsè
双重人格,shuāngchóng réngé
出亡,chūwáng
死面,sǐmiàn
泰山北斗,tàishān-běidǒu
贝雕,bèidiāo
绵纸,miánzhǐ
高爽,gāoshuǎng
不粘锅,bùzhānguō
两面三刀,liǎngmiàn-sāndāo
官差,guānchāi
棠棣,tángdì
瘦猴儿,shòuhóur
闹洞房,nàodòngfáng
打闪,dǎshǎn
黑貂,hēidiāo
梦遗,mèngyí
脂膏,zhīgāo
钝器,dùnqì
打样,dǎyàng
沉雷,chénléi
骑墙,qíqiáng
腹诽,fùfěi
鸡血藤,jīxuèténg
短装,duǎnzhuāng
谈笑自若,tánxiào-zìruò
凉帽,liángmào
款留,kuǎnliú
发傻,fāshǎ
紫药水,zǐyàoshuǐ
探胜,tànshèng
吱扭,zhīniū
酒色财气,jiǔ-sè-cái-qì
溜索,liūsuǒ
螺号,luóhào
山岚,shānlán
改调,gǎidiào
然诺,ránnuò
遮丑,zhēchǒu
冥府,míngfǔ
跑旱船,pǎohànchuán
优容,yōuróng
八音盒,bāyīnhé
阿昌族,āchāngzú
义母,yìmǔ
拒敌,jùdí
市尺,shìchǐ
递眼色,dìyǎnsè
告缺,gàoquē
芳馨,fāngxīn
侮慢,wǔmàn
败毒,bàidú
哥老会,gēlǎohuì
簿册,bùcè
彗尾,huìwěi
涉讼,shèsòng
逸趣,yìqù
豪语,háoyǔ
扔弃,rēngqì
电键,diànjiàn
步哨,bùshào
欺生,qīshēng
炉门,lúmén
琴弓,qíngōng
桥拱,qiáogǒng
窗幔,chuāngmàn
囚衣,qiúyī
回拜,huíbài
虚礼,xūlǐ
徽墨,huīmò
聘金,pìnjīn
失密,shīmì
空谷足音,kōnggǔ-zúyīn
一脉相通,yīmài-xiāngtōng
抽选,chōuxuǎn
祖产,zǔchǎn
笔算,bǐsuàn
耳子,ěrzi
呼啦圈,hūlāquān
体念,tǐniàn
曾孙女,zēngsūnnǚ
出乖露丑,chūguāi-lùchǒu
刮地皮,guādìpí
验查,yànchá
幼雏,yòuchú
眉峰,méifēng
防皱,fángzhòu
围裹,wéiguǒ
立此存照,lìcǐ-cúnzhào
藕荷,ǒuhé
漆树,qīshù
牙具,yájù
捧角,pěngjué
烧卖,shāomai
领读,lǐngdú
失语症,shīyǔzhèng
凶横,xiōnghèng
场屋,chángwū
孵育,fūyù
凶气,xiōngqì
歇凉,xiēliáng
逃婚,táohūn
花砖,huāzhuān
爽身粉,shuǎngshēnfěn
舛误,chuǎnwù
熟铁,shútiě
子囊,zǐnáng
喜娘,xǐniáng
溜号,liūhào
撼天动地,hàntiān-dòngdì
平角,píngjiǎo
贺仪,hèyí
吃重,chīzhòng
鲁钝,lǔdùn
优选法,yōuxuǎnfǎ
游戏卡,yóuxìkǎ
珍珠贝,zhēnzhūbèi
脑体倒挂,nǎotǐ dàoguà
退庭,tuìtíng
抽成,chōuchéng
瓷釉,cíyòu
唱碟,chàngdié
冬练,dōngliàn
无头案,wútóu'àn
酒逢知己,jiǔféngzhījǐ
不冻港,bùdònggǎng
挡泥板,dǎngníbǎn
避乱,bìluàn
滚雷,gǔnléi
三好生,sānhǎoshēng
桌案,zhuō'àn
条绒,tiáoróng
削职,xuēzhí
沉鱼落雁,chényú-luòyàn
溜冰鞋,liūbīngxié
凤尾竹,fèngwěizhú
播扬,bōyáng
铁板钉钉,tiěbǎn-dìngdīng
薄脆,báocuì
技痒,jìyǎng
私念,sīniàn
接穗,jiēsuì
白铁皮,báitiěpí
豆酱,dòujiàng
雅言,yǎyán
线毯,xiàntǎn
私见,sījiàn
胖墩墩,pàngdūndūn
上岁数,shàngsuìshu
泛读,fàndú
圆领衫,yuánlǐngshān
粉团,fěntuán
横眉怒目,héngméi-nùmù
狂烈,kuángliè
红区,hóngqū
猎潜艇,lièqiántǐng
板刷,bǎnshuā
宫刑,gōngxíng
选场,xuǎnchǎng
诱供,yòugòng
叹赏,tànshǎng
麦饭石,màifànshí
瓶胆,píngdǎn
大丽花,dàlìhuā
藏蓝,zànglán
苗床,miáochuáng
油汪汪,yóuwāngwāng
保不定,bǎobudìng
洪炉,hónglú
牛郎星,niúlángxīng
搞头,gǎotou
鬓毛,bìnmáo
裹脚布,guǒjiǎobù
师道尊严,shīdào-zūnyán
塘堰,tángyàn
初级社,chūjíshè
舆图,yútú
芜菁,wújīng
照葫芦画瓢,zhào húlu huà piáo
虎步,hǔbù
贿买,huìmǎi
霸王鞭,bàwángbiān
掉色,diàoshǎi
窃据,qièjù
动刑,dòngxíng
塘泥,tángní
胎位,tāiwèi
算尺,suànchǐ
伺弄,cìnòng
号筒,hàotǒng
翻悔,fānhuǐ
朔日,shuòrì
水泽,shuǐzé
麸子,fūzi
黑不溜秋,hēibuliūqiū
孀妇,shuāngfù
缸瓦,gāngwǎ
石锁,shísuǒ
失音,shīyīn
走避,zǒubì
失收,shīshōu
色酒,shǎijiǔ
砖茶,zhuānchá
何罪之有,hézuìzhīyǒu
纱罩,shāzhào
沙果,shāguǒ
塞牙,sāiyá
汉显,hànxiǎn
反求诸己,fǎnqiúzhūjǐ
发蜡,fàlà
非驴非马,fēilǘ-fēimǎ
全份,quánfèn
明枪暗箭,míngqiāng-ànjiàn
水滴石穿,shuǐdī-shíchuān
生态科学,shēngtài kēxué
小循环,xiǎoxúnhuán
人体炸弹,réntǐ zhàdàn
玻璃丝,bōlisī
烟屁股,yānpìgu
白粉病,báifěnbìng
一米线,yīmǐxiàn
游艺会,yóuyìhuì
玉米螟,yùmǐmíng
打板子,dǎbǎnzi
月亮门,yuèliangmén
接生员,jiēshēngyuán
换气扇,huànqìshàn
迷魂汤,míhúntāng
旱鸭子,hànyāzi
侠肝义胆,xiágān-yìdǎn
光污染,guāngwūrǎn
拿腔拿调,náqiāng-nádiào
搭伴,dābàn
够瞧的,gòuqiáode
冬不拉,dōngbùlā
不尴不尬,bùgān-bùgà
文抄公,wénchāogōng
正课,zhèngkè
裸眼,luǒyǎn
客饭,kèfàn
骒马,kèmǎ
折页,zhéyè
空乏,kōngfá
口谕,kǒuyù
唱独角戏,chàngdújiǎoxì
防疫针,fángyìzhēn
无事不登三宝殿,wúshì bù dēng sānbǎodiàn
境域,jìngyù
杳如黄鹤,yǎorúhuánghè
龙柏,lóngbǎi
韵调,yùndiào
扩印,kuòyìn
硝化甘油,xiāohuà gānyóu
赶庙会,gǎnmiàohuì
妙品,miàopǐn
白驹过隙,báijū-guòxì
灵床,língchuáng
娱悦,yúyuè
冷峭,lěngqiào
杯中物,bēizhōngwù
安步当车,ānbù-dàngchē
疑兵,yíbīng
辩手,biànshǒu
一字千金,yīzì-qiānjīn
一无所求,yīwúsuǒqiú
一时半刻,yīshí-bànkè
奸党,jiāndǎng
一石二鸟,yīshí-èrniǎo
眷眷,juànjuàn
披红挂绿,pīhóng-guàlǜ
摆荡,bǎidàng
邪门歪道,xiémén-wāidào
鸭肫,yāzhūn
喧扰,xuānrǎo
财迷心窍,cáimíxīnqiào
虚耗,xūhào
采择,cǎizé
菜圃,càipǔ
残虐,cánnüè
百儿八十,bǎi'er-bāshí
惨杀,cǎnshā
跑反,pǎofǎn
饥饱,jībǎo
响鞭,xiǎngbiān
赔情,péiqíng
惑乱,huòluàn
响板,xiǎngbǎn
镶牙,xiāngyá
媚骨,mèigǔ
抄没,chāomò
吸墨纸,xīmòzhǐ
超升,chāoshēng
扑粉,pūfěn
畸轻畸重,jīqīng-jīzhòng
咸盐,xiányán
乞降,qǐxiáng
弦索,xiánsuǒ
杞柳,qǐliǔ
下劲,xiàjìn
各有所好,gèyǒusuǒhào
抽冷子,chōulěngzi
耻骨,chǐgǔ
赤忱,chìchén
凡庸,fányōng
山核桃,shānhétao
误听,wùtīng
怃然,wǔrán
掉书袋,diàoshūdài
吹拍,chuīpāi
刺参,cìshēn
寸阴,cùnyīn
错谬,cuòmiù
慢性子,mànxìngzi
地漏,dìlòu
桥桩,qiáozhuāng
递条子,dìtiáozi
填方,tiánfāng
田垄,tiánlǒng
畜圈,chùjuàn
草寇,cǎokòu
荤食,hūnshí
嫂夫人,sǎofūren
自疚,zìjiù
浅露,qiǎnlù
钻工,zuàngōng
肉脯,ròufǔ
断狱,duànyù
粟子,sùzi
主粮,zhǔliáng
打包票,dǎbāopiào
书名号,shūmínghào
零数,língshù
摈斥,bìnchì
无奈何,wúnàihé
膏剂,gāojì
象脚鼓,xiàngjiǎogǔ
牵记,qiānjì
按例,ànlì
访旧,fǎngjiù
吊兰,diàolán
寿酒,shòujiǔ
果料,guǒliào
倾耳,qīng'ěr
管界,guǎnjiè
砧木,zhēnmù
瞎聊,xiāliáo
软水,ruǎnshuǐ
满勤,mǎnqín
苟且偷安,gǒuqiě-tōu'ān
河南坠子,hénán zhuìzi
仰人鼻息,yǎngrénbíxī
五马分尸,wǔmǎ-fēnshī
骨鲠在喉,gǔgěng-zàihóu
连鬓胡子,liánbìn húzi
绵白糖,miánbáitáng
雪里送炭,xuělǐ-sòngtàn
流盼,liúpàn
冲澡,chōngzǎo
平乱,píngluàn
嗟来之食,jiēláizhīshí
公私兼顾,gōngsī-jiāngù
狗尾草,gǒuwěicǎo
遏阻,èzǔ
彩墨画,cǎimòhuà
落地式,luòdìshì
强行军,qiángxíngjūn
调级,tiáojí
鞍马劳顿,ānmǎ-láodùn
自卖自夸,zìmài-zìkuā
电子词典,diànzǐ cídiǎn
袅袅婷婷,niǎoniǎo-tíngtíng
阴阳人,yīnyángrén
挥斥,huīchì
飞短流长,fēiduǎn-liúcháng
桃符,táofú
跑江湖,pǎojiānghú
课间操,kèjiāncāo
碾坊,niǎnfáng
跑码头,pǎomǎtou
坐怀不乱,zuòhuái-bùluàn
混混儿,hùnhunr
气胸,qìxiōng
减压阀,jiǎnyāfá
大烟鬼,dàyānguǐ
丧亡,sàngwáng
垂髫,chuítiáo
邀宠,yāochǒng
脂肪瘤,zhīfángliú
吞蚀,tūnshí
直性子,zhíxìngzi
顿开茅塞,dùnkāi-máosè
穿云破雾,chuānyún-pòwù
揖让,yīràng
渔人之利,yúrénzhīlì
躲懒,duǒlǎn
托病,tuōbìng
玄色,xuánsè
守望相助,shǒuwàng-xiāngzhù
船桅,chuánwéi
裙裤,qúnkù
罢演,bàyǎn
凉丝丝,liángsīsī
池座,chízuò
案牍,àndú
湿乎乎,shīhūhū
挛缩,luánsuō
讽谏,fěngjiàn
敦睦,dūnmù
感恩图报,gǎn'ēn-túbào
害眼,hàiyǎn
平方根,píngfānggēn
西番莲,xīfānlián
出账,chūzhàng
冲浪板,chōnglàngbǎn
露富,lòufù
药饵,yào'ěr
拖腔,tuōqiāng
坐天下,zuòtiānxià
电警棍,diànjǐnggùn
密函,mìhán
不名一文,bùmíng-yīwén
午餐肉,wǔcānròu
石坊,shífāng
参谒,cānyè
签押,qiānyā
请援,qǐngyuán
藏掖,cángyē
提词,tící
承欢,chénghuān
呵叱,hēchì
吃准,chīzhǔn
镜花水月,jìnghuā-shuǐyuè
破罐破摔,pòguàn-pòshuāi
眼观六路，耳听八方,yǎnguānliùlù，ěrtīngbāfāng
拙见,zhuōjiàn
明瓦,míngwǎ
走棋,zǒuqí
降调,jiàngdiào
混充,hùnchōng
九九归一,jiǔjiǔ-guīyī
路不拾遗,lùbùshíyí
驭手,yùshǒu
亮底,liàngdǐ
音序,yīnxù
邯郸学步,hándān-xuébù
平绒,píngróng
戳子,chuōzi
宏才,hóngcái
陪绑,péibǎng
搐动,chùdòng
黍子,shǔzi
幽邃,yōusuì
虎胆,hǔdǎn
天塌地陷,tiāntā-dìxiàn
挤牙膏,jǐyágāo
胡子茬儿,húzichár
匀整,yúnzhěng
集体户,jítǐhù
仗恃,zhàngshì
喷云吐雾,pēnyún-tǔwù
豪族,háozú
禅门,chánmén
困兽犹斗,kùnshòu-yóudòu
牛刀小试,niúdāo-xiǎoshì
吃哑巴亏,chīyǎbakuī
假模假式,jiǎmó-jiǎshì
仗义疏财,zhàngyì-shūcái
不落窠臼,bùluò-kējiù
窝主,wōzhǔ
风流云散,fēngliú-yúnsàn
粉蝶,fěndié
无以为生,wúyǐwéishēng
犁杖,lízhàng
电子汇款,diànzǐ huìkuǎn
别有天地,biéyǒu-tiāndì
刻舟求剑,kèzhōu-qiújiàn
