rank,hanzi,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
4411,幺,yāo,,,数,指色（shǎi）子和骨牌里的一点；某些场合读数字时代替“1”,我是洞 幺 （01） 。
4411,幺,yāo,,,名,○ 姓,
4413,犷,guǎng,,,形,粗野,犷 悍
4413,犷,guǎng,,,形,粗野,粗 犷
4414,樵,qiáo,,,名,〈文〉柴,贩 樵
4414,樵,qiáo,,,动,砍伐；打柴,樵 夫
4414,樵,qiáo,,,名,打柴的人,深山问 樵
4414,樵,qiáo,,,名,打柴的人,渔 樵 问答
4414,樵,qiáo,,,名,○ 姓,
4416,幂,mì,,,名,〈文〉遮盖东西的巾类,
4416,幂,mì,,,动,〈文〉遮盖；笼罩,幂 盖
4416,幂,mì,,,名,数学上指一个数自乘若干次的形式。如4个5相乘，写成54，叫做5的4次幂,
4417,徉,yáng,,,,见“ 徜（cháng）徉 ”,
4418,铠,kǎi,,,名,铠甲,铁 铠
4419,鸠,jiū,,,,见“ 斑鸠 ”,
4420,坨,tuó,,,,用于地名。如：苏家坨，在北京；黄沙坨，在辽宁,
4420,坨,tuó,,,名,坨子,泥 坨
4420,坨,tuó,,,名,坨子,面 坨 儿
4420,坨,tuó,,,动,面食煮熟后黏结在一起,面条 坨 了
4421,卞,biàn,,,名,姓,
4423,裆,dāng,,,名,两条裤腿间相连的地方,这条裤子的 裆 太浅
4423,裆,dāng,,,名,两条裤腿间相连的地方,裤 裆
4423,裆,dāng,,,名,两条裤腿间相连的地方,开 裆 裤
4423,裆,dāng,,,名,两腿之间的部位,穿 裆 而过
4423,裆,dāng,,,名,两腿之间的部位,胯 裆
4424,氪,kè,,,名,非金属元素，符号 Kr。无色无臭无味气体，大气中含量极少，不易同其他元素化合。能吸收X射线，可用作X射线工作时的遮光材料,
4425,霰,xiàn,,,名,空气中水蒸气遇冷凝成的小水滴，碰撞在冰晶或雪花上冻结成的白色不透明小冰粒，常呈球形或圆锥形，多在下雪前或下雪时出现,
4426,颍,yǐng,,,名,颍河，水名，淮河最大的支流，发源于河南东部，流入安徽,
4428,羁,jī,,,名,〈文〉马笼头,
4428,羁,jī,,,动,约束；拘束,落拓不 羁
4428,羁,jī,,,动,约束；拘束,羁 绊
4428,羁,jī,,,动,约束；拘束,羁 押
4428,羁,jī,,,动,○ 〈文〉寄居或停留在外地,羁 旅
4428,羁,jī,,,动,○ 〈文〉寄居或停留在外地,羁 留
4430,咫,zhǐ,,,量,"古代长度单位,8寸为1咫",
4431,邡,fāng,,,,用于地名。如什邡（shífāng），在四川,
4431,邡,fāng,,,名,○ 姓,
4433,呱,guā,,,拟声,模拟物体撞击或鸭子、青蛙等鸣叫的声音,一个耳光 呱 地一下打在他脸上
4433,呱,guā,,,拟声,模拟物体撞击或鸭子、青蛙等鸣叫的声音,青蛙 呱 呱 地叫着
4434,瘊,hóu,,,名,瘊子,刺 儿 瘊
4435,岌,jí,,,形,〈文〉 形容山高 十分危险,
4436,痨,láo,,,名,痨病,肺 痨
4436,痨,láo,,,名,痨病,干血 痨
4436,痨,láo,,,名,痨病,防 痨
4437,遒,qiú,,,形,强劲；刚健,遒 劲
4438,噎,yē,,,动,食物等塞住喉咙,慢点 儿 吃，别 噎 着
4438,噎,yē,,,动,食物等塞住喉咙,因 噎 废食
4438,噎,yē,,,动,食物等塞住喉咙,噎 嗝
4438,噎,yē,,,动,因痛苦、激动或顶风而喘不上气来,哭得他不住地 噎 气
4438,噎,yē,,,动,因痛苦、激动或顶风而喘不上气来,顶风骑车 噎 得慌
4438,噎,yē,,,动,用话顶撞别人，使人受窘而说不出话来,他说话真 噎 人
4439,晞,xī,,,形,〈文〉 干；干燥,白露未 晞
4440,嵩,sōng,,,形,〈文〉山大而高；高,嵩 峦
4440,嵩,sōng,,,形,〈文〉山大而高；高,嵩 呼（指高呼万岁） 。
4440,嵩,sōng,,,名,○ 姓,
4441,绡,xiāo,,,名,〈文〉 轻而薄的生丝织品,绡 帐
4441,绡,xiāo,,,名,〈文〉 轻而薄的生丝织品,绡 帕
4442,钊,zhāo,,,动,〈文〉劝勉；鼓励,
4442,钊,zhāo,,,名,○ 姓,
4443,鼾,hān,,,名,指熟睡时粗重的呼吸声,打 鼾
4443,鼾,hān,,,名,指熟睡时粗重的呼吸声,鼾 声
4444,龊,chuò,,,,见“ 龌（wò）龊 ”,
4445,圩,wéi,,,名,圩堤,筑 圩
4445,圩,wéi,,,名,圩堤,圩 埂
4445,圩,xū,,,名,某些地区指集市,赶 圩
4445,圩,xū,,,名,某些地区指集市,圩 场
4445,圩,xū,,,名,某些地区指集市,圩 市
4445,圩,xū,,,名,某些地区指集市,圩 期
4445,圩,xū,,,名,某些地区指集市,圩 日
4446,咆,páo,,,动,（猛兽）嗥叫；怒吼,虎哮狼 咆
4446,咆,páo,,,动,（猛兽）嗥叫；怒吼,咆 哮
4447,铿,kēng,,,拟声,模拟响亮的声音,榔头敲在木桩上 铿 铿 地响 。
4448,谙,ān,,,动,熟悉；懂得,不 谙 水性
4448,谙,ān,,,动,熟悉；懂得,谙 练
4449,崮,gù,,,名,四面陡峭、顶端较为平坦的山（多用于地名）,孟良 崮
4449,崮,gù,,,名,四面陡峭、顶端较为平坦的山（多用于地名）,抱犊 崮 （均在山东） 。
4450,翱,áo,,,动,〈文〉 飞翔,鸾 翱 凤翥（zhù） 。
4451,聒,guō,,,动,〈文〉 （声音）嘈杂扰人,聒 噪
4451,聒,guō,,,动,〈文〉 （声音）嘈杂扰人,聒 耳
4453,碜,chěn,,,动,〈文〉混入沙子等物,
4453,碜,chěn,,,见,“寒碜（chen）”,
4455,劾,hé,,,动,检举揭发（罪状）,弹 劾
4456,倏,shū,,,副,〈文〉 表示速度极快，相当于“转眼之间” “忽然”,京城一别， 倏 已二载 。
4457,葳,wēi,,,,（草木枝叶）茂盛,
4457,葳,wēiruí,,,,（草木枝叶）茂盛,
4458,鸪,gū,,,,见“鹁（bó）鸪”,
4459,掳,lǔ,,,,同 “ 虏 ” 现在一般写作“虏”,
4459,掳,lǔ,,,动,掳掠,掳 夺
4460,椽,chuán,,,名,椽子,
4461,髂,qià,髂骨,qiàgǔ,名,腰部下面腹部两侧的骨头，左右各一。上缘略呈弓形，下缘与坐骨、耻骨相连，合成髋骨,
4464,仨,sā,,,,〈口〉“三个”的合音词,他们 仨 是一家
4464,仨,sā,,,,〈口〉“三个”的合音词,姐 儿 仨
4465,偌,ruò,,,代,这么；那么（多见于近代汉语）,偌 大年纪
4466,莘,xīn,,,名,莘庄，地名，在上海,
4466,莘,shēn,,,,众多,莘莘 学子
4466,莘,shēnshēn,,,,众多,莘莘 学子
4466,莘,shēn,,,名,莘县，地名，在山东,
4466,莘,shēn,,,名,○ 姓,
4467,衿,jīn,,,名,〈文〉 同 “ 襟 ” ○ 系（jì）衣裳的带子,
4468,嬷,mó,嬷嬷,mómo,名,某些地区对年老妇女的称呼,
4468,嬷,mó,嬷嬷,mómo,名,某些地区称奶妈,
4468,嬷,mó,嬷嬷,mómo,名,对天主教或东正教修女的称呼,
4469,拈,niān,,,动,用手指头夹或捏取,
4469,拈,niān,,,名,○ 姓,
4470,忤,wǔ,,,动,违逆；违背,忤 逆
4474,跹,xiān,,,,见“ 翩（piān）跹 ” ○ 见“ 蹁（pián）跹 ” 用法说明 不读 qiān,
4475,苷,gān,,,,见“ 糖苷 ”,
4476,郧,yún,,,名,郧县，地名，在湖北,
4476,郧,yún,,,名,○ 姓,
4477,圄,yǔ,,,,见“ 囹（líng）圄 ”,
4478,湍,tuān,,,名,〈文〉急流的水,急 湍
4478,湍,tuān,,,形,水流得急,湍 急
4478,湍,tuān,,,形,水流得急,湍 流
4479,裨,bì,,,动,增补,裨 补
4479,裨,bì,,,名,益处,无 裨 于事
4479,裨,bì,,,名,益处,大有 裨 益
4480,谯,qiáo,,,名,〈文〉谯楼，城门上的瞭望楼,
4480,谯,qiáo,,,名,○ 姓,
4481,豨,xī,,,名,〈文〉 猪,
4482,蜚,fěi,蜚蠊,fěilián,名,蟑螂,
4482,蜚,fěi,蜚蠊,fěilián,,另见 fēi,
4483,敝,bì,,,形,〈文〉破烂,敝 衣
4483,敝,bì,,,形,〈文〉破烂,敝 帚自珍
4483,敝,bì,,,形,〈文〉破烂,舌 敝 唇焦
4483,敝,bì,,,形,〈文〉疲惫；衰颓,疲 敝
4483,敝,bì,,,形,〈文〉疲惫；衰颓,衰 敝
4483,敝,bì,,,形,〈文〉疲惫；衰颓,凋 敝
4483,敝,bì,,,形,谦词，用于称自己或与自己有关的事物,敝 处
4483,敝,bì,,,形,谦词，用于称自己或与自己有关的事物,敝 校
4483,敝,bì,,,形,谦词，用于称自己或与自己有关的事物,敝 姓
4484,袅,niǎo,,,形,柔软细长,袅 袅
4485,阪,bǎn,,,,古同“坂” ○ 用于地名。如大阪，在日本,
4486,嘚,dē,,,拟声,模拟马蹄踏地的声音,远处传来一阵 嘚 嘚 的马蹄声 。
4486,嘚,dē,,,拟声,○ 读儿化音，模拟驱赶骡、马等前进时的吆喝声,
4487,圊,qīng,,,名,〈文〉 厕所,圊 肥
4487,圊,qīng,,,名,〈文〉 厕所,圊 土
4488,锒,láng,锒铛,lángdāng,,模拟金属相撞击的声音,
4488,锒,láng,锒铛,lángdāng,名,拘禁犯人的铁锁链,锒铛 入狱（被铁锁链锁着进监狱） 。
4489,灞,bà,,,名,灞河，水名，在陕西，流入渭河,
4490,泗,sì,,,名,〈文〉 鼻涕,涕 泗 滂沱
4490,泗,sì,,,名,泗河，水名，在山东，流入南阳湖,
4491,傀,kuǐ,,,,见下。 傀儡 傀儡戏 用法说明 统读 kuǐ，不读 kuí 或 guī,
4492,畈,fàn,,,名,成片的田地（多用于地名）,白水 畈 （在湖北）
4492,畈,fàn,,,名,成片的田地（多用于地名）,洪口 畈 （在安徽） 。
4492,畈,fàn,,,量,某些地区用于成片的田地,一 畈 田
4493,髻,jì,,,名,盘在头顶或脑后的头发,高 髻
4493,髻,jì,,,名,盘在头顶或脑后的头发,发 髻
4493,髻,jì,,,名,盘在头顶或脑后的头发,抓 髻
4494,扉,fēi,,,名,门,柴 扉
4494,扉,fēi,,,名,像门一样的东西,心 扉
4494,扉,fēi,,,名,像门一样的东西,扉 页
4494,扉,fēi,,,名,像门一样的东西,扉 画
4495,伉,kàng,,,动,匹敌；相称,伉 俪
4495,伉,kàng,,,形,○ 〈文〉强壮,伉 健
4496,掖,yè,,,动,〈文〉 搀扶人的胳膊；借指扶助或奖励、提拔,提 掖
4496,掖,yè,,,动,〈文〉 搀扶人的胳膊；借指扶助或奖励、提拔,奖 掖
4496,掖,yē,,,动,塞（sāi）②；塞进衣袋或缝隙等,书包 掖 满了书
4496,掖,yē,,,动,塞（sāi）②；塞进衣袋或缝隙等,把被子 掖 一 掖
4496,掖,yē,,,动,藏,
4497,棂,líng,,,名,窗户、栏杆或门上雕有花纹的格子,窗 棂
4498,娆,rǎo,,,动,〈文〉 烦扰；扰乱,
4499,岿,kuī,,,形,〈文〉 形容高山屹立的样子,
4500,啭,zhuàn,,,动,〈文〉 （鸟）婉转地鸣叫,莺啼鸟 啭
4503,蹙,cù,,,动,皱（眉）；收缩,双眉紧 蹙
4503,蹙,cù,,,动,皱（眉）；收缩,国土日 蹙
4503,蹙,cù,,,形,紧迫；急促,气 蹙
4504,珞,luò,,,名,见“ 璎（yīng）珞 ” ○ 姓,
4505,塾,shú,,,名,旧时民间设立的教学处所,村 塾
4505,塾,shú,,,名,旧时民间设立的教学处所,家 塾
4505,塾,shú,,,名,旧时民间设立的教学处所,私 塾
4505,塾,shú,,,名,旧时民间设立的教学处所,塾 师
4506,遴,lín,,,动,〈文〉 慎重挑选,遴 才
4506,遴,lín,,,动,〈文〉 慎重挑选,遴 选
4508,蒿,hāo,,,名,二年或多年生草本植物，叶子羽状分裂，花小，带有某种特殊气味。常见的有茼蒿、蒌蒿、青蒿、艾蒿等。有的嫩茎叶可以作蔬菜，有的可以驱蚊、做药材,
4508,蒿,hāo,,,名,○ 姓,
4509,帛,bó,,,名,丝织品的统称,布 帛
4509,帛,bó,,,名,丝织品的统称,化干戈为玉 帛
4509,帛,bó,,,名,丝织品的统称,帛 书
4510,轶,yì,,,动,〈文〉后车超过前车,
4510,轶,yì,,,动,〈文〉超过,轶 群
4510,轶,yì,,,动,〈文〉超过,超 轶
4510,轶,yì,,,动,○ 散失；失传,轶 事
4510,轶,yì,,,动,○ 散失；失传,轶 闻
4510,轶,yì,,,名,○ 姓,
4511,茭,jiāo,,,名,〈文〉 用作饲料的干草,刍 茭
4512,雎,jū,,,,鱼鹰,
4512,雎,jū,,,,见“ 鹗 ” 用法说明 跟“睢（suī）”不同。“雎”左边是“ ”，不是“目”,
4512,雎,jūjiū,,,,鱼鹰,
4512,雎,jūjiū,,,,见“ 鹗 ” 用法说明 跟“睢（suī）”不同。“雎”左边是“ ”，不是“目”,
4513,蟑,zhāng,蟑螂,zhāngláng,名,昆虫，体扁平，黑褐色，能分泌特殊的臭味。常咬坏或玷污衣物，传播疾病，有的还危害农作物,
4514,鸬,lú,鸬鹚,lúcí,名,水鸟，羽毛黑色而带有紫色金属光泽，嘴的尖端有钩，善于潜水捕食鱼类。渔人多驯养帮助捕鱼。通称鱼鹰,
4515,胥,xū,,,名,〈文〉官府中的小吏,胥 吏
4515,胥,xū,,,名,〈文〉官府中的小吏,里 胥
4515,胥,xū,,,名,○ 姓,
4515,胥,xū,,,副,〈文〉 表示总括，相当于“都”,民 胥 效之
4516,桤,qī,桤木,qīmù,名,落叶乔木，叶子倒卵形，叶边缘呈稀疏锯齿状，果穗椭圆形，下垂。木质坚韧，可供建筑、制作器具等用,
4517,昱,yù,,,形,〈文〉 明亮 昱 耀 | 昱 昱 照耀 日 昱 乎昼，月 昱 乎夜,
4518,濮,pú,,,名,濮水，古水名，在今河南,
4518,濮,pú,,,名,○ 姓,
4519,钿,diàn,,,名,古代一种用金银珠宝镶成的花朵形首饰,宝 钿
4519,钿,diàn,,,动,把金银珠宝等镶嵌在器物上作为装饰,
4519,钿,diàn,,,名,○ 姓,
4519,钿,tián,,,名,某些地区指钱,铜 钿
4519,钿,tián,,,名,某些地区指钱,几 钿 （多少钱）?
4519,钿,tián,,,名,某些地区指钱,车 钿
4520,姝,shū,,,形,〈文〉 容貌美丽（多指女子） 容色 姝 丽 美女 绝代名 姝,
4524,琵,pí,琵琶,pípá,名,拨弦乐器，有四根弦。琴身呈瓜子形，上面有长柄，柄端向后弯曲,
4525,钼,mù,,,名,金属元素，符号 Mo。银白色，熔点高。用于制造无线电器材和特种钢,
4526,侗,dòng,,,名,指侗族,侗 剧
4526,侗,dòng,,,名,指侗族,侗 语
4526,侗,tóng,,,形,〈文〉 无知；幼稚,侗 而不愿（幼稚而不老实） 。
4527,翕,xī,,,动,〈文〉 收敛；闭合 翕 | 翕 张（一合一张） ○ 和好；顺从 翕 服,
4529,饬,chì,,,动,整顿；治理,整 饬
4529,饬,chì,,,形,○ 〈文〉谨慎；恭敬,言行谨 饬
4529,饬,chì,,,动,○ 〈文〉命令；告诫,饬 令
4529,饬,chì,,,动,○ 〈文〉命令；告诫,饬 派
4530,氰,qíng,,,名,碳和氮的化合物。无色气体，有臭味和剧毒，燃烧时产生紫红色火焰,
4531,袂,mèi,,,名,〈文〉 袖子,联 袂
4531,袂,mèi,,,名,〈文〉 袖子,分 袂
4533,炷,zhù,,,名,〈文〉灯芯,
4533,炷,zhù,,,动,〈文〉点燃,
4533,炷,zhù,,,量,用于点着的香,一 炷 香的工夫
4534,飒,sà,,,,见下。 飒飒 飒爽,
4535,惇,dūn,,,形,〈文〉 敦厚；真诚,惇 笃
4537,讣,fù,,,动,讣告,讣 文
4537,讣,fù,,,动,讣告,讣 电
4539,笞,chī,,,动,〈文〉 用鞭、杖或竹板抽打,鞭 笞
4540,绫,líng,,,名,绫子,绫 罗绸缎
4540,绫,líng,,,名,绫子,素 绫
4541,胯,kuà,,,名,人体腰部两侧到大腿之间的部分,胯 下
4541,胯,kuà,,,名,人体腰部两侧到大腿之间的部分,胯 骨
4542,佯,yáng,,,动,假装,佯 攻
4542,佯,yáng,,,动,假装,佯 狂
4542,佯,yáng,,,动,假装,佯 死
4543,缜,zhěn,,,形,细密,缜 密
4544,潺,chán,,,,见下。 潺潺 潺湲,
4545,矽,xī,,,名,非金属元素硅的旧称,
4546,浔,xún,,,名,浔阳 xúnyáng 古水名，长江流经江西九江北的一段,
4546,浔,xún,,,名,江西九江的别称,
4547,嘞,lei,,,助,用在句中停顿的地方或句末，表示愉快地答应或同意,好 嘞 ，我马上就过去
4547,嘞,lei,,,助,用在句中停顿的地方或句末，表示愉快地答应或同意,得 嘞 ，这您就放心吧!
4547,嘞,lei,,,助,用在句中停顿的地方或句末，表示愉快地答应或同意,行 嘞 ，就照您说的办!
4547,嘞,lei,,,助,用在句中停顿的地方或句末，表示愉快地答应或同意,“你现在就来。” “好 嘞 !”
4548,蚝,háo,,,名,牡蛎,
4549,镓,jiā,,,名,金属元素，符号 Ga。银白色，有光泽，质软，有延展性，熔点低而沸点高。可用于制造微波材料和半导体材料等,
4550,嗲,diǎ,,,形,某些地区形容撒娇的声音或姿态,嗲 声 嗲 气
4551,嗔,chēn,,,动,生气；发怒,半 嗔 半笑
4551,嗔,chēn,,,动,生气；发怒,嗔 怒
4551,嗔,chēn,,,动,责怪；埋怨,母亲 嗔 儿子不来看她
4551,嗔,chēn,,,动,责怪；埋怨,嗔 怪
4552,蔻,kòu,,,,见“ 豆蔻 ”,
4553,裱,biǎo,,,动,用纸、布或丝织品把字画、古书等衬托粘贴起来，使它美观耐久,这幅画 裱 一 裱 会更有神韵
4553,裱,biǎo,,,动,用纸、布或丝织品把字画、古书等衬托粘贴起来，使它美观耐久,装 裱
4553,裱,biǎo,,,动,用纸、布或丝织品把字画、古书等衬托粘贴起来，使它美观耐久,裱 褙
4553,裱,biǎo,,,动,裱糊,用纸把墙 裱 一 裱
4554,骧,xiāng,,,动,〈文〉 马仰头快跑 上仰；举起 高 骧,
4555,漪,yī,,,名,〈文〉 波纹,碧 漪 荡漾
4555,漪,yī,,,名,〈文〉 波纹,涟 漪
4557,娲,wā,,,,见“ 女娲 ” 用法说明 统读 wā，不读 wō,
4558,猹,chá,,,名,指一种獾类野兽（见于鲁迅《呐喊·故乡》） 用法说明 统读 chá，不读 zhā,
4559,瘁,cuì,,,形,过于劳累,心力交 瘁
4559,瘁,cuì,,,形,过于劳累,鞠躬尽 瘁
4560,簖,duàn,,,名,插在水流中捕鱼、虾、蟹的竹栅栏,鱼 簖
4560,簖,duàn,,,名,插在水流中捕鱼、虾、蟹的竹栅栏,蟹 簖
4561,琶,pá,,,,见“ 琵（pí）琶 ” 用法说明 统读 pá，不读 bā,
4562,琏,liǎn,,,名,古代宗庙里盛黍稷的器皿,
4563,摞,luò,,,动,一个压着一个地往上放,把书 摞 起来
4563,摞,luò,,,动,一个压着一个地往上放,韭菜一捆 摞 一捆
4563,摞,luò,,,量,用于重叠放置的东西,一 摞 线装书
4563,摞,luò,,,量,用于重叠放置的东西,一 摞 草帽
4564,篙,gāo,,,名,撑船或建筑工地搭脚手架用的竹竿或木杆,杉（shā） 篙
4564,篙,gāo,,,名,撑船或建筑工地搭脚手架用的竹竿或木杆,竹 篙
4564,篙,gāo,,,名,○ 姓,
4565,迩,ěr,,,形,〈文〉 近,闻名遐 迩
4565,迩,ěr,,,形,〈文〉 近,迩 来
4566,恣,zì,,,动,放纵；毫无拘束,恣 行无忌
4566,恣,zì,,,动,放纵；毫无拘束,恣 意妄为
4566,恣,zì,,,动,放纵；毫无拘束,恣 睢
4567,霏,fēi,,,形,〈文〉 雨雪纷飞；烟云盛多 雨雪其 霏 飞散；飘洒 烟 霏 雨散,
4568,蟾,chán,,,名,蟾蜍,蟾 酥
4568,蟾,chán,,,名,传说月中有蟾蜍，因此常用来借指月亮,
4570,虱,shī,,,名,昆虫，灰白色，体小，无翅，腹大。种类很多，有人虱、阴虱、牛血虱等，约500种。寄生在人或某些哺乳动物体表，吸食血液。人虱能传播斑疹伤寒、回归热等疾病。通称虱子,
4571,戍,shù,,,动,军队驻守,戍 守
4571,戍,shù,,,动,军队驻守,卫 戍
4571,戍,shù,,,动,军队驻守,戍 边
4571,戍,shù,,,名,○ 姓,
4572,煅,duàn,,,动,锻 中药制法，把药材放在火里烧过再用 煅 石膏 | 煅 龙骨,
4573,躐,liè,,,动,践踏；踩,躐 乎王庭
4573,躐,liè,,,动,越过；超越,躐 等
4573,躐,liè,,,动,越过；超越,躐 升
4574,魇,yǎn,,,动,梦中惊骇或梦中产生被东西压住的感觉,梦 魇
4576,湮,yīn,,,动,液体落在某些物体上向四外散开或渗透。现在一般写作“洇”,
4577,嗳,ài,,,,唉（ài） 现在一般写作“唉”,
4578,硼,péng,,,名,非金属元素，符号B。非结晶的硼为粉末状，棕色；结晶的硼为灰色，有光泽。广泛应用于工业、农业和医药等方面,
4579,冼,xiǎn,,,名,姓,
4580,醺,xūn,,,形,形容酒醉的样子,微 醺
4580,醺,xūn,,,形,形容酒醉的样子,醺 然大醉
4581,蟮,shàn,,,,见“ 曲（qū）蟮 ”,
4582,邯,hán,邯郸,hándān,名,复姓,
4583,橇,qiāo,,,名,古代在泥路上滑行的一种乘坐工具，形状像小船,泥行乘 橇
4583,橇,qiāo,,,名,在冰雪上滑行的工具,雪 橇
4584,薹,tái,,,名,薹草，多年生草本植物。秆丛生，呈扁三棱形，叶片带状，质硬，花穗浅绿褐色。生于沼泽地。茎叶可制蓑衣和斗笠,
4584,薹,tái,,,名,蒜、韭菜、油菜等从中央部分生出的长茎。茎顶开花，嫩的可以食用,
4586,阱,jǐng,,,名,用来防御敌人或捕捉野兽的陷坑,陷 阱
4587,铋,bì,,,名,金属元素，符号 Bi。灰白或粉红色，质软，热导率低，抗磁性强。合金熔点很低，可以做保险丝、安全阀,
4588,锏,jiǎn,,,名,古代兵器，形状像鞭，有四棱而无刃，下端有柄,镔铁 锏
4588,锏,jiǎn,,,名,古代兵器，形状像鞭，有四棱而无刃，下端有柄,撒手 锏
4588,锏,jiàn,,,名,嵌在木制车轴上的方形铁棍，车行走时它与车毂上的铁圈相摩擦，可以减少车轴的磨损,
4589,螨,mǎn,,,名,节肢动物，体形微小，呈圆形或椭圆形。种类很多，有的危害农作物，有的能传染疾病，也有的有益于人类,
4590,聩,kuì,,,形,耳聋,振聋发 聩
4590,聩,kuì,,,形,糊涂；不明事理,昏 聩
4591,摁,èn,,,动,用手按或压,把歹徒 摁 倒在地
4591,摁,èn,,,动,用手按或压,摁 电铃
4591,摁,èn,,,动,用手按或压,摁 喇叭
4592,恫,dòng,,,动,〈文〉 恐惧；使恐惧,百姓 恫 恐
4592,恫,dòng,,,动,〈文〉 恐惧；使恐惧,恫 吓（hè）
4593,笈,jí,,,名,盛书的箱子,负 笈 游学
4593,笈,jí,,,名,书籍,古 笈
4593,笈,jí,,,名,书籍,秘 笈
4594,疃,tuǎn,,,名,村庄（多用于地名）,走村串 疃
4594,疃,tuǎn,,,名,村庄（多用于地名）,贾家 疃 （在河北）
4594,疃,tuǎn,,,名,村庄（多用于地名）,蒋 疃 （在安徽）
4595,沱,tuó,,,名,可以停泊船只的水湾（多用于地名）,唐家 沱
4595,沱,tuó,,,名,可以停泊船只的水湾（多用于地名）,牛角 沱 （均在重庆） 。
4597,熹,xī,,,形,〈文〉 光明,熹 微
4598,蛎,lì,,,名,指牡蛎,蛎 黄（牡蛎的肉） 。
4599,缈,miǎo,,,,见“ 缥（piāo）缈 ” 用法说明 统读 miǎo，不读 miào,
4600,阉,yān,,,动,阉割①,阉 猪
4600,阉,yān,,,动,阉割①,阉 鸡
4600,阉,yān,,,名,〈文〉被阉割的人；特指宦官,阉 竖
4600,阉,yān,,,名,〈文〉被阉割的人；特指宦官,阉 党
4600,阉,yān,,,名,○ 姓,
4601,鳗,mán,,,名,鳗鲡的简称,
4602,椁,guǒ,,,名,古代套在棺材外面的大棺材,棺 椁
4603,耦,ǒu,,,动,古同“偶2”①② 古代指两个人并排耕作,
4604,俪,lì,,,形,成对的；对偶的,俪 句
4604,俪,lì,,,形,成对的；对偶的,骈 俪
4604,俪,lì,,,名,指夫妇,俪 影
4605,鲲,kūn,,,名,传说中的一种大鱼,鲲 鹏
4606,岣,gǒu,岣嵝,gǒulǒu,名,山名，衡山的主峰，在湖南衡山县西,
4607,鳟,zūn,,,,见“赤眼鳟”,
4608,箸,zhù,,,名,〈文〉 筷子,举 箸
4608,箸,zhù,,,名,〈文〉 筷子,象 箸 （象牙筷子） 。
4609,夙,sù,,,名,〈文〉早晨,夙 兴夜寐
4609,夙,sù,,,形,过去就有的；平素的,夙 愿
4609,夙,sù,,,形,过去就有的；平素的,夙 志
4610,舂,chōng,,,动,用杵在石臼或乳钵里捣谷物等，使去皮或破碎,舂 米
4610,舂,chōng,,,动,用杵在石臼或乳钵里捣谷物等，使去皮或破碎,舂 药
4611,骰,tóu,骰子,tóuzi,名,色子（shǎizi）,
4612,焱,yàn,,,名,〈文〉 火焰；火花,
4613,钴,gǔ,,,名,金属元素，符号 Co。银白色，可磁化。用于制造磁性合金、超硬耐热合金等；放射性钴可用于医疗,
4614,皎,jiǎo,,,形,洁白明亮,一轮 皎 月
4614,皎,jiǎo,,,形,洁白明亮,皎 洁
4615,儇,xuān,,,形,〈文〉 轻薄而又有些小聪明,儇 薄
4615,儇,xuān,,,形,〈文〉 轻薄而又有些小聪明,儇 浅
4616,潼,tóng,,,,用于地名。如潼关、临潼，均在陕西,
4617,淞,sōng,,,名,淞江，水名。源于江苏，至上海与黄浦江汇合，流入长江。通称吴淞江,
4618,郢,yǐng,,,名,周朝楚国的都城，在今湖北江陵西北,
4619,苒,rǎn,,,,见“ 荏（rěn）苒 ”,
4620,诟,gòu,,,名,〈文〉 耻辱 行莫丑于辱先， 诟 莫大于宫刑 | 诟 丑 辱骂；指责 诟 骂 | 诟 詈,
4621,苕,tiáo,,,名,凌霄花的古称,
4623,蒗,làng,,,名,宁蒗 nínglàng 地名，在云南,
4624,酾,shī，又读shāi,,,动,〈文〉 过滤（酒） 斟（酒）,
4625,铆,mǎo,,,动,铆接,把这两块钢板 铆 在一起 。
4625,铆,mǎo,,,动,〈口〉集中（全部力量）,铆 铆 劲 儿
4625,铆,mǎo,,,动,〈口〉集中（全部力量）,铆 足了劲 儿
4626,攸,yōu,,,助,〈文〉用在动词前面，组成名词性短语，相当于“所”,性命 攸 关
4626,攸,yōu,,,助,〈文〉用在动词前面，组成名词性短语，相当于“所”,责有 攸 归
4626,攸,yōu,,,名,○ 姓,
4627,悌,tì,,,动,〈文〉 敬爱兄长,孝 悌
4628,醪,láo,,,名,〈文〉 汁渣混合的酒 浊 醪 酒的统称 甘 醪 | 琼 醪 用法说明 统读 láo，不读 lāo,
4630,罡,gāng,,,名,天罡，即北斗七星的斗柄,
4630,罡,gāng,,,名,○ 姓,
4633,逦,lǐ,,,,见“ 迤（yǐ）逦 ”,
4634,幔,màn,,,名,悬挂起来供遮挡用的布、纱、绸等,窗 幔
4634,幔,màn,,,名,悬挂起来供遮挡用的布、纱、绸等,纱 幔
4635,窨,xūn,,,动,熏制茶叶。把茉莉花等与茶叶拌和在一起，使茶叶染上花香,窨 茶叶
4635,窨,xūn,,,动,熏制茶叶。把茉莉花等与茶叶拌和在一起，使茶叶染上花香,窨 片
4635,窨,yìn,,,名,地下室；地窖,地 窨 子
4636,衢,qú,,,名,〈文〉 四通八达的道路；大路,通 衢 大道
4636,衢,qú,,,名,〈文〉 四通八达的道路；大路,衢 路
4637,嫔,pín,,,名,〈文〉 皇帝的妾；宫中女官,嫔 妃
